datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2019-07-19T17:30:00,Lech Poznan,4,4,Jagiellonia,0,0
2019-07-19T17:30:00,Legia,0,1,Pogon Szczecin,1,2
2019-07-19T17:30:00,Piast Gliwice,0,1,Cracovia,1,1
2019-07-19T17:30:00,Slask Wroclaw,1,1,Lechia Gdansk,1,2
2019-07-18T17:30:00,Gornik Z.,0,0,Zaglebie,1,2
2019-07-18T17:30:00,Korona Kielce,0,2,LKS Lodz,0,0
2019-07-18T17:30:00,Rakow,0,2,Wisla Plock,1,1
2019-07-18T17:30:00,Wisla,0,0,Arka Gdynia,1,1
2019-07-15T20:30:00,Cracovia,0,1,Lech Poznan,1,2
2019-07-15T20:30:00,Jagiellonia,1,2,Slask Wroclaw,1,1
2019-07-15T20:30:00,Lechia Gdansk,0,0,Legia,0,0
2019-07-15T20:30:00,Pogon Szczecin,1,1,Piast Gliwice,0,0
2019-07-14T20:30:00,Arka Gdynia,0,1,Gornik Z.,1,2
2019-07-14T20:30:00,LKS Lodz,1,3,Rakow,2,2
2019-07-14T20:30:00,Wisla Plock,3,3,Korona Kielce,1,1
2019-07-14T20:30:00,Zaglebie,2,3,Wisla,1,1
2019-07-12T17:30:00,Lech Poznan,3,3,Lechia Gdansk,1,2
2019-07-12T15:00:00,Piast Gliwice,2,2,Jagiellonia,0,0
2019-07-12T12:30:00,Slask Wroclaw,2,2,Pogon Szczecin,1,2
2019-07-11T20:00:00,Wisla,1,1,Korona Kielce,1,1
2019-07-11T17:30:00,Legia,1,2,Cracovia,0,0
2019-07-11T15:00:00,Arka Gdynia,3,3,LKS Lodz,0,2
2019-07-10T20:30:00,Gornik Z.,1,4,Rakow,1,1
2019-07-10T18:00:00,Zaglebie,0,0,Wisla Plock,0,1
2019-07-06T18:00:00,Wisla Plock,0,1,Gornik Z.,0,0
2019-07-05T17:30:00,Piast Gliwice,1,1,Slask Wroclaw,0,0
2019-07-05T15:00:00,Pogon Szczecin,2,2,Jagiellonia,0,2
2019-07-04T20:00:00,Lechia Gdansk,0,0,Cracovia,0,3
2019-07-04T17:30:00,Lech Poznan,2,2,Legia,0,1
2019-07-04T15:00:00,Rakow,0,1,Zaglebie,2,2
2019-07-03T20:30:00,Korona Kielce,0,1,Arka Gdynia,1,1
2019-07-03T18:00:00,LKS Lodz,1,1,Wisla,1,2
2020-06-29T18:00:00,Cracovia,1,2,Pogon Szczecin,0,1
2020-06-28T17:30:00,Slask Wroclaw,0,2,Lech Poznan,1,2
2020-06-28T15:00:00,Jagiellonia,1,1,Lechia Gdansk,0,2
2020-06-27T20:00:00,Gornik Z.,0,0,Wisla,0,1
2020-06-27T17:30:00,Legia,0,1,Piast Gliwice,0,1
2020-06-27T15:00:00,Wisla Plock,2,2,LKS Lodz,0,0
2020-06-26T20:30:00,Zaglebie,1,2,Korona Kielce,1,1
2020-06-26T18:00:00,Rakow,2,3,Arka Gdynia,0,2
2020-06-25T19:00:00,Slask Wroclaw,0,3,Cracovia,0,2
