datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2022-05-21T17:30:00,Lech Poznan,2,2,Zaglebie,0,1
2022-05-21T17:30:00,Leczna,0,0,Jagiellonia,0,1
2022-05-21T17:30:00,Legia,0,3,Cracovia,0,0
2022-05-21T17:30:00,Piast Gliwice,0,1,Radomiak Radom,1,1
2022-05-21T17:30:00,Pogon Szczecin,1,2,Termalica B-B.,0,2
2022-05-21T17:30:00,Rakow,2,3,Lechia Gdansk,0,0
2022-05-21T17:30:00,Slask Wroclaw,3,3,Gornik Z.,2,4
2022-05-21T17:30:00,Wisla,0,0,Warta Poznan,1,1
2022-05-21T17:30:00,Wisla Plock,1,3,Stal Mielec,0,0
2022-05-15T17:30:00,Radomiak Radom,0,4,Wisla,1,2
2022-05-15T15:00:00,Gornik Z.,0,4,Leczna,1,2
2022-05-15T12:30:00,Stal Mielec,0,1,Slask Wroclaw,1,1
2022-05-14T20:00:00,Lechia Gdansk,0,0,Pogon Szczecin,0,0
2022-05-14T17:30:00,Zaglebie,0,1,Rakow,0,0
2022-05-14T15:00:00,Warta Poznan,1,1,Lech Poznan,2,2
2022-05-14T12:30:00,Termalica B-B.,0,0,Piast Gliwice,0,1
2022-05-13T20:30:00,Jagiellonia,0,2,Legia,0,2
2022-05-13T18:00:00,Cracovia,2,3,Wisla Plock,0,0
2022-05-09T18:00:00,Leczna,1,1,Termalica B-B.,0,1
2022-05-08T17:30:00,Piast Gliwice,0,1,Lech Poznan,1,2
2022-05-08T15:00:00,Rakow,1,1,Cracovia,0,1
2022-05-08T12:30:00,Lechia Gdansk,2,3,Stal Mielec,0,2
2022-05-07T20:00:00,Wisla,0,0,Jagiellonia,0,0
2022-05-07T17:30:00,Slask Wroclaw,1,1,Pogon Szczecin,0,1
2022-05-07T15:00:00,Wisla Plock,0,0,Warta Poznan,1,3
2022-05-06T20:30:00,Legia,4,5,Gornik Z.,2,3
2022-05-06T18:00:00,Radomiak Radom,0,1,Zaglebie,3,6
2022-05-01T17:30:00,Cracovia,0,0,Wisla,0,0
2022-05-01T15:00:00,Termalica B-B.,0,1,Wisla Plock,0,0
2022-04-30T20:00:00,Stal Mielec,2,2,Legia,1,1
2022-04-30T17:30:00,Zaglebie,0,2,Lechia Gdansk,2,2
2022-04-30T15:00:00,Jagiellonia,0,1,Slask Wroclaw,0,1
2022-04-29T20:30:00,Gornik Z.,0,0,Radomiak Radom,0,0
2022-04-29T18:00:00,Warta Poznan,1,2,Piast Gliwice,1,3
2022-04-25T19:00:00,Wisla,1,3,Wisla Plock,3,4
2022-04-24T17:30:00,Pogon Szczecin,1,3,Legia,1,1
2022-04-24T15:00:00,Rakow,2,2,Leczna,0,1
2022-04-24T12:30:00,Lech Poznan,2,3,Stal Mielec,1,1
2022-04-23T20:00:00,Lechia Gdansk,2,2,Warta Poznan,0,0
2022-04-23T17:30:00,Piast Gliwice,0,2,Jagiellonia,0,1
2022-04-23T15:00:00,Slask Wroclaw,0,0,Termalica B-B.,3,4
2022-04-22T20:30:00,Zaglebie,1,2,Gornik Z.,2,4
2022-04-22T18:00:00,Radomiak Radom,0,0,Cracovia,1,1
2022-04-20T20:30:00,Pogon Szczecin,1,1,Rakow,0,2
2022-04-20T18:00:00,Lech Poznan,3,3,Leczna,0,0
2022-04-18T20:00:00,Legia,0,0,Piast Gliwice,1,1
2022-04-18T17:30:00,Gornik Z.,0,1,Lechia Gdansk,1,3
2022-04-18T15:00:00,Slask Wroclaw,1,1,Wisla,1,1
2022-04-18T12:30:00,Cracovia,1,1,Zaglebie,0,0
2022-04-16T20:00:00,Wisla Plock,0,0,Lech Poznan,1,1
2022-04-16T17:30:00,Jagiellonia,1,1,Pogon Szczecin,1,2
2022-04-16T15:00:00,Termalica B-B.,0,0,Rakow,1,3
2022-04-16T12:30:00,Leczna,0,1,Radomiak Radom,0,0
2022-04-16T12:30:00,Stal Mielec,0,0,Warta Poznan,1,1
2022-04-11T18:00:00,Radomiak Radom,1,2,Jagiellonia,0,2
2022-04-10T17:30:00,Rakow,0,1,Slask Wroclaw,1,1
2022-04-10T15:00:00,Wisla,1,4,Gornik Z.,0,1
2022-04-10T12:30:00,Warta Poznan,0,1,Cracovia,0,0
2022-04-09T20:00:00,Lechia Gdansk,1,2,Termalica B-B.,0,0
2022-04-09T17:30:00,Lech Poznan,1,1,Legia,1,1
2022-04-09T15:00:00,Piast Gliwice,1,1,Leczna,0,0
2022-04-08T20:30:00,Pogon Szczecin,1,1,Wisla Plock,1,2
2022-04-08T18:00:00,Zaglebie,0,3,Stal Mielec,0,1
2022-04-04T18:00:00,Wisla Plock,2,3,Gornik Z.,0,2
2022-04-03T17:30:00,Wisla,1,2,Piast Gliwice,0,2
2022-04-03T15:00:00,Jagiellonia,0,2,Zaglebie,0,1
2022-04-03T12:30:00,Termalica B-B.,0,1,Radomiak Radom,1,1
2022-04-02T20:00:00,Legia,1,2,Lechia Gdansk,0,1
2022-04-02T17:30:00,Leczna,0,0,Pogon Szczecin,2,4
2022-04-02T15:00:00,Warta Poznan,0,0,Rakow,1,2
2022-04-01T20:30:00,Slask Wroclaw,0,0,Lech Poznan,0,1
2022-04-01T18:00:00,Stal Mielec,0,1,Cracovia,2,2
2022-03-20T17:30:00,Gornik Z.,0,1,Termalica B-B.,1,1
2022-03-20T15:00:00,Cracovia,0,0,Piast Gliwice,1,1
2022-03-20T12:30:00,Radomiak Radom,0,1,Stal Mielec,1,1
2022-03-19T20:00:00,Lech Poznan,0,3,Jagiellonia,0,0
2022-03-19T17:30:00,Lechia Gdansk,1,2,Leczna,0,0
2022-03-19T15:00:00,Rakow,0,1,Legia,1,1
2022-03-19T12:30:00,Wisla Plock,1,1,Slask Wroclaw,0,2
2022-03-18T20:30:00,Pogon Szczecin,2,4,Wisla,1,1
2022-03-18T18:00:00,Zaglebie,0,0,Warta Poznan,3,4
2022-03-15T18:45:00,Legia,3,4,Termalica B-B.,0,1
2022-03-14T18:00:00,Rakow,0,2,Stal Mielec,0,1
2022-03-13T17:30:00,Wisla,1,1,Lech Poznan,0,1
2022-03-13T15:00:00,Slask Wroclaw,0,0,Radomiak Radom,0,0
2022-03-13T12:30:00,Jagiellonia,0,0,Wisla Plock,1,1
2022-03-12T20:00:00,Cracovia,0,1,Pogon Szczecin,0,1
2022-03-12T17:30:00,Piast Gliwice,0,1,Lechia Gdansk,0,0
2022-03-12T15:00:00,Warta Poznan,1,2,Gornik Z.,1,1
2022-03-11T20:30:00,Leczna,0,0,Legia,0,1
2022-03-11T18:00:00,Termalica B-B.,0,0,Zaglebie,0,2
2022-03-07T19:00:00,Legia,0,1,Slask Wroclaw,0,0
2022-03-06T17:30:00,Lech Poznan,0,0,Rakow,0,1
2022-03-06T15:00:00,Gornik Z.,2,3,Cracovia,0,0
2022-03-06T12:30:00,Wisla Plock,3,3,Leczna,1,1
2022-03-05T20:00:00,Lechia Gdansk,1,1,Wisla,0,1
2022-03-05T17:30:00,Zaglebie,0,0,Piast Gliwice,0,0
2022-03-05T15:00:00,Termalica B-B.,0,1,Warta Poznan,0,0
2022-03-04T20:30:00,Pogon Szczecin,1,4,Radomiak Radom,0,0
2022-03-04T18:00:00,Stal Mielec,0,1,Jagiellonia,0,1
2022-02-28T18:00:00,Cracovia,0,1,Termalica B-B.,2,2
2022-02-27T17:30:00,Slask Wroclaw,0,0,Zaglebie,0,0
2022-02-27T15:00:00,Radomiak Radom,1,2,Lechia Gdansk,0,0
2022-02-27T12:30:00,Jagiellonia,0,1,Warta Poznan,0,1
2022-02-26T20:00:00,Piast Gliwice,0,0,Gornik Z.,0,0
2022-02-26T17:30:00,Leczna,2,2,Stal Mielec,0,0
2022-02-26T15:00:00,Pogon Szczecin,0,0,Lech Poznan,0,3
2022-02-25T20:30:00,Legia,1,2,Wisla,0,1
2022-02-25T18:00:00,Rakow,1,2,Wisla Plock,0,0
2022-02-21T18:00:00,Wisla,0,0,Leczna,0,0
2022-02-20T17:30:00,Lechia Gdansk,0,1,Lech Poznan,0,0
2022-02-20T15:00:00,Gornik Z.,1,1,Rakow,1,1
2022-02-20T12:30:00,Warta Poznan,0,3,Radomiak Radom,1,1
2022-02-19T20:00:00,Termalica B-B.,0,0,Legia,0,0
2022-02-19T17:30:00,Slask Wroclaw,1,1,Piast Gliwice,3,3
2022-02-19T15:00:00,Jagiellonia,0,0,Cracovia,0,0
2022-02-18T20:30:00,Stal Mielec,0,0,Pogon Szczecin,0,1
2022-02-18T18:00:00,Zaglebie,1,3,Wisla Plock,1,1
2022-02-14T18:00:00,Gornik Z.,1,1,Jagiellonia,0,2
2022-02-13T17:30:00,Legia,0,0,Warta Poznan,1,1
2022-02-13T15:00:00,Pogon Szczecin,1,2,Zaglebie,0,1
2022-02-13T12:30:00,Wisla Plock,0,0,Piast Gliwice,0,2
2022-02-12T20:00:00,Lech Poznan,3,5,Termalica B-B.,0,0
2022-02-12T17:30:00,Radomiak Radom,0,0,Rakow,1,1
2022-02-12T15:00:00,Wisla,0,0,Stal Mielec,1,1
2022-02-11T20:30:00,Cracovia,0,2,Lechia Gdansk,0,0
2022-02-11T18:00:00,Leczna,1,1,Slask Wroclaw,0,1
2022-02-07T18:00:00,Radomiak Radom,1,1,Wisla Plock,1,1
2022-02-06T17:30:00,Cracovia,1,3,Lech Poznan,1,3
2022-02-06T15:00:00,Rakow,0,2,Wisla,0,0
2022-02-06T12:30:00,Warta Poznan,0,1,Leczna,0,1
2022-02-05T20:00:00,Lechia Gdansk,1,2,Slask Wroclaw,0,0
2022-02-05T17:30:00,Piast Gliwice,0,0,Pogon Szczecin,0,2
2022-02-05T15:00:00,Stal Mielec,1,1,Gornik Z.,0,2
2022-02-04T20:30:00,Zaglebie,0,1,Legia,2,3
2022-02-04T18:00:00,Termalica B-B.,1,2,Jagiellonia,0,1
2021-12-19T17:30:00,Legia,0,0,Radomiak Radom,1,3
2021-12-19T15:00:00,Lech Poznan,1,2,Gornik Z.,1,1
2021-12-19T12:30:00,Leczna,0,2,Zaglebie,1,1
2021-12-18T20:00:00,Rakow,0,5,Jagiellonia,0,0
2021-12-18T17:30:00,Slask Wroclaw,0,0,Cracovia,1,2
2021-12-18T15:00:00,Pogon Szczecin,0,1,Warta Poznan,0,1
2021-12-18T12:30:00,Piast Gliwice,1,1,Stal Mielec,0,1
2021-12-17T20:30:00,Wisla Plock,1,1,Lechia Gdansk,0,0
2021-12-17T18:00:00,Wisla,2,3,Termalica B-B.,0,0
2021-12-15T20:30:00,Legia,2,4,Zaglebie,0,0
2021-12-15T18:00:00,Rakow,1,1,Gornik Z.,0,2
2021-12-14T18:45:00,Radomiak Radom,1,2,Piast Gliwice,2,2
2021-12-13T18:00:00,Warta Poznan,1,2,Slask Wroclaw,0,1
2021-12-12T17:30:00,Gornik Z.,1,2,Pogon Szczecin,1,2
2021-12-12T15:00:00,Wisla Plock,1,1,Legia,0,0
2021-12-12T12:30:00,Cracovia,0,0,Leczna,2,2
2021-12-11T20:00:00,Lechia Gdansk,1,1,Jagiellonia,1,2
2021-12-11T17:30:00,Zaglebie,0,2,Wisla,1,1
2021-12-11T15:00:00,Radomiak Radom,2,2,Lech Poznan,0,1
2021-12-10T20:30:00,Rakow,0,1,Piast Gliwice,0,0
2021-12-10T18:00:00,Stal Mielec,1,1,Termalica B-B.,0,0
2021-12-06T18:00:00,Warta Poznan,0,1,Wisla,0,1
2021-12-05T20:00:00,Cracovia,1,1,Legia,0,0
2021-12-05T17:30:00,Zaglebie,0,2,Lech Poznan,2,3
2021-12-04T20:00:00,Lechia Gdansk,0,3,Rakow,1,1
2021-12-04T17:30:00,Jagiellonia,0,1,Leczna,2,2
2021-12-04T15:00:00,Termalica B-B.,1,1,Pogon Szczecin,2,3
2021-12-03T20:30:00,Gornik Z.,0,3,Slask Wroclaw,0,1
2021-12-03T18:00:00,Stal Mielec,2,2,Wisla Plock,0,1
2021-11-28T17:30:00,Legia,1,1,Jagiellonia,0,0
2021-11-28T15:00:00,Lech Poznan,0,2,Warta Poznan,0,0
2021-11-28T12:30:00,Wisla Plock,2,2,Cracovia,0,1
2021-11-27T20:00:00,Rakow,1,4,Zaglebie,0,0
2021-11-27T17:30:00,Pogon Szczecin,2,5,Lechia Gdansk,1,1
2021-11-27T15:00:00,Slask Wroclaw,0,2,Stal Mielec,0,1
2021-11-27T12:30:00,Leczna,1,1,Gornik Z.,2,2
