datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
1999-05-29T00:00:00,Amica Wronki,0,0,Stomil Olsztyn,0,0
1999-05-29T00:00:00,GKS Belchatow,,1,Odra Wodzislaw,,1
1999-05-29T00:00:00,GKS Katowice,,2,Zaglebie,,2
1999-05-29T00:00:00,Legia,,3,Polonia Warszawa,,0
1999-05-29T00:00:00,Radzionkow,,4,Lech Poznan,,1
1999-05-29T00:00:00,Ruch Chorzow,,2,Gornik Z.,,1
1999-05-29T00:00:00,Widzew Lodz,,5,LKS Lodz,,0
1999-05-29T00:00:00,Wisla,,4,Pogon Szczecin,,0
1999-05-26T00:00:00,Gornik Z.,,2,Wisla,,2
1999-05-26T00:00:00,Lech Poznan,,2,Widzew Lodz,,0
1999-05-26T00:00:00,LKS Lodz,0,0,Ruch Chorzow,0,0
1999-05-26T00:00:00,Odra Wodzislaw,,1,Legia,,2
1999-05-26T00:00:00,Pogon Szczecin,,1,GKS Belchatow,,0
1999-05-26T00:00:00,Polonia Warszawa,,2,GKS Katowice,,0
1999-05-26T00:00:00,Stomil Olsztyn,0,0,Radzionkow,0,0
1999-05-26T00:00:00,Zaglebie,,1,Amica Wronki,,0
1999-05-23T00:00:00,Legia,,2,Pogon Szczecin,,0
1999-05-22T00:00:00,Amica Wronki,,1,Polonia Warszawa,,0
1999-05-22T00:00:00,GKS Belchatow,,1,Gornik Z.,,1
1999-05-22T00:00:00,GKS Katowice,,1,Odra Wodzislaw,,1
1999-05-22T00:00:00,Lech Poznan,,1,Stomil Olsztyn,,1
1999-05-22T00:00:00,Radzionkow,,3,Zaglebie,,3
1999-05-22T00:00:00,Widzew Lodz,,1,Ruch Chorzow,,1
1999-05-22T00:00:00,Wisla,,1,LKS Lodz,,1
1999-05-16T00:00:00,Pogon Szczecin,,1,GKS Katowice,,0
1999-05-16T00:00:00,Stomil Olsztyn,,2,Widzew Lodz,,1
1999-05-15T00:00:00,Gornik Z.,,1,Legia,,0
1999-05-15T00:00:00,LKS Lodz,,2,GKS Belchatow,,0
1999-05-15T00:00:00,Odra Wodzislaw,,1,Amica Wronki,,0
1999-05-15T00:00:00,Polonia Warszawa,0,0,Radzionkow,0,0
1999-05-15T00:00:00,Ruch Chorzow,,1,Wisla,,1
1999-05-15T00:00:00,Zaglebie,,1,Lech Poznan,,2
1999-05-12T00:00:00,Amica Wronki,,2,Pogon Szczecin,,0
1999-05-12T00:00:00,GKS Belchatow,,0,Ruch Chorzow,,2
1999-05-12T00:00:00,GKS Katowice,,1,Gornik Z.,,1
1999-05-12T00:00:00,Lech Poznan,,0,Polonia Warszawa,,1
1999-05-12T00:00:00,Legia,,3,LKS Lodz,,2
1999-05-12T00:00:00,Radzionkow,,2,Odra Wodzislaw,,0
1999-05-12T00:00:00,Stomil Olsztyn,,1,Zaglebie,,1
1999-05-12T00:00:00,Widzew Lodz,,1,Wisla,,0
1999-05-08T00:00:00,Gornik Z.,0,0,Amica Wronki,0,0
1999-05-08T00:00:00,LKS Lodz,,3,GKS Katowice,,2
1999-05-08T00:00:00,Odra Wodzislaw,,2,Lech Poznan,,0
1999-05-08T00:00:00,Pogon Szczecin,,3,Radzionkow,,2
1999-05-08T00:00:00,Polonia Warszawa,,0,Stomil Olsztyn,,1
1999-05-08T00:00:00,Ruch Chorzow,,0,Legia,,1
1999-05-08T00:00:00,Wisla,,4,GKS Belchatow,,0
1999-05-08T00:00:00,Zaglebie,,0,Widzew Lodz,,1
1999-05-01T00:00:00,Amica Wronki,,1,LKS Lodz,,2
1999-05-01T00:00:00,Radzionkow,0,0,Gornik Z.,0,0
1999-05-01T00:00:00,Stomil Olsztyn,,3,Odra Wodzislaw,,1
1999-05-01T00:00:00,Widzew Lodz,,1,GKS Belchatow,,0
1999-05-01T00:00:00,Zaglebie,,1,Polonia Warszawa,,0
1999-04-30T00:00:00,GKS Katowice,,0,Ruch Chorzow,,1
1999-04-30T00:00:00,Lech Poznan,,2,Pogon Szczecin,,2
1999-04-30T00:00:00,Legia,,1,Wisla,,2
1999-04-24T00:00:00,GKS Belchatow,,1,Legia,,2
1999-04-24T00:00:00,LKS Lodz,,0,Radzionkow,,1
1999-04-24T00:00:00,Odra Wodzislaw,,0,Zaglebie,,1
1999-04-24T00:00:00,Pogon Szczecin,,2,Stomil Olsztyn,,2
1999-04-24T00:00:00,Polonia Warszawa,,2,Widzew Lodz,,1
1999-04-24T00:00:00,Ruch Chorzow,0,0,Amica Wronki,0,0
1999-04-23T00:00:00,Gornik Z.,,1,Lech Poznan,,2
1999-04-23T00:00:00,Wisla,,4,GKS Katowice,,1
1999-04-18T00:00:00,Amica Wronki,,1,Wisla,,3
1999-04-18T00:00:00,Stomil Olsztyn,,2,Gornik Z.,,1
1999-04-18T00:00:00,Widzew Lodz,,3,Legia,,2
1999-04-17T00:00:00,GKS Katowice,,1,GKS Belchatow,,1
1999-04-17T00:00:00,Lech Poznan,,3,LKS Lodz,,1
1999-04-17T00:00:00,Polonia Warszawa,,2,Odra Wodzislaw,,1
1999-04-17T00:00:00,Radzionkow,,1,Ruch Chorzow,,0
1999-04-17T00:00:00,Zaglebie,,2,Pogon Szczecin,,0
1999-04-11T00:00:00,Wisla,,6,Radzionkow,,0
1999-04-10T00:00:00,GKS Belchatow,,1,Amica Wronki,,1
1999-04-10T00:00:00,Gornik Z.,,2,Zaglebie,,2
1999-04-10T00:00:00,Legia,0,0,GKS Katowice,0,0
1999-04-10T00:00:00,LKS Lodz,,2,Stomil Olsztyn,,0
1999-04-10T00:00:00,Odra Wodzislaw,,2,Widzew Lodz,,0
1999-04-10T00:00:00,Pogon Szczecin,,1,Polonia Warszawa,,0
1999-04-10T00:00:00,Ruch Chorzow,,2,Lech Poznan,,1
1999-04-03T00:00:00,Amica Wronki,,0,Legia,,2
