datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2016-05-15T18:00:00,Cracovia,1,2,Lechia Gdansk,0,0
2016-05-15T18:00:00,Lech Poznan,1,3,Ruch Chorzow,0,0
2016-05-15T18:00:00,Legia,1,3,Pogon Szczecin,0,0
2016-05-15T18:00:00,Piast Gliwice,0,0,Zaglebie,1,1
2016-05-14T15:30:00,Korona Kielce,0,1,Jagiellonia,1,3
2016-05-14T15:30:00,Podbeskidzie,2,3,Wisla,1,4
2016-05-14T15:30:00,Slask Wroclaw,1,3,Leczna,1,2
2016-05-14T15:30:00,Termalica B-B.,0,1,Gornik Z.,1,1
2016-05-11T20:30:00,Lechia Gdansk,1,2,Legia,0,0
2016-05-11T20:30:00,Pogon Szczecin,1,3,Cracovia,0,2
2016-05-11T20:30:00,Ruch Chorzow,0,0,Piast Gliwice,1,3
2016-05-11T20:30:00,Zaglebie,0,3,Lech Poznan,0,0
2016-05-10T20:30:00,Gornik Z.,0,0,Korona Kielce,0,0
2016-05-10T20:30:00,Jagiellonia,0,0,Termalica B-B.,0,1
2016-05-10T20:30:00,Leczna,2,5,Podbeskidzie,0,1
2016-05-10T20:30:00,Wisla,0,1,Slask Wroclaw,0,1
2016-05-08T18:00:00,Legia,2,4,Piast Gliwice,0,0
2016-05-08T15:30:00,Cracovia,2,2,Lech Poznan,0,0
2016-05-08T15:30:00,Pogon Szczecin,0,1,Zaglebie,0,3
2016-05-07T20:30:00,Lechia Gdansk,2,2,Ruch Chorzow,0,1
2016-05-07T18:00:00,Leczna,0,0,Gornik Z.,0,0
2016-05-07T15:30:00,Slask Wroclaw,1,2,Termalica B-B.,0,1
2016-05-06T20:30:00,Wisla,1,1,Jagiellonia,0,0
2016-05-06T18:00:00,Podbeskidzie,0,1,Korona Kielce,1,1
2016-05-01T18:00:00,Piast Gliwice,2,2,Pogon Szczecin,1,1
2016-05-01T15:30:00,Jagiellonia,1,3,Podbeskidzie,1,2
2016-04-30T20:30:00,Korona Kielce,2,3,Wisla,0,2
2016-04-30T18:00:00,Termalica B-B.,0,0,Leczna,1,2
2016-04-29T20:30:00,Ruch Chorzow,0,0,Cracovia,1,1
2016-04-29T18:00:00,Gornik Z.,1,2,Slask Wroclaw,0,1
2016-04-28T18:00:00,Lech Poznan,0,0,Lechia Gdansk,0,0
2016-04-28T18:00:00,Zaglebie,2,2,Legia,0,0
2016-04-25T18:00:00,Wisla,0,2,Termalica B-B.,0,2
2016-04-24T18:00:00,Piast Gliwice,1,3,Lechia Gdansk,0,0
2016-04-24T15:30:00,Jagiellonia,0,0,Gornik Z.,0,0
2016-04-23T20:30:00,Pogon Szczecin,0,1,Lech Poznan,0,0
2016-04-23T18:00:00,Podbeskidzie,0,1,Slask Wroclaw,1,2
2016-04-23T15:30:00,Korona Kielce,1,1,Leczna,0,1
2016-04-22T20:30:00,Legia,3,4,Cracovia,0,0
2016-04-22T18:00:00,Zaglebie,1,4,Ruch Chorzow,1,1
2016-04-20T20:30:00,Gornik Z.,1,1,Podbeskidzie,0,0
2016-04-20T20:30:00,Slask Wroclaw,2,3,Jagiellonia,1,1
2016-04-20T18:00:00,Leczna,0,0,Wisla,0,3
2016-04-20T18:00:00,Termalica B-B.,0,0,Korona Kielce,0,0
2016-04-19T20:30:00,Lechia Gdansk,1,2,Pogon Szczecin,0,0
2016-04-19T20:30:00,Ruch Chorzow,0,0,Legia,0,0
2016-04-19T18:00:00,Cracovia,0,1,Zaglebie,0,0
2016-04-19T18:00:00,Lech Poznan,2,2,Piast Gliwice,0,2
2016-04-17T18:00:00,Wisla,2,3,Gornik Z.,1,1
2016-04-17T15:30:00,Jagiellonia,2,2,Leczna,0,0
2016-04-17T15:30:00,Podbeskidzie,0,0,Termalica B-B.,0,1
2016-04-16T20:30:00,Piast Gliwice,1,1,Cracovia,0,1
2016-04-16T18:00:00,Zaglebie,0,1,Lechia Gdansk,1,2
2016-04-16T15:30:00,Korona Kielce,0,1,Slask Wroclaw,0,1
2016-04-15T20:30:00,Legia,0,1,Lech Poznan,0,0
2016-04-15T18:00:00,Pogon Szczecin,0,1,Ruch Chorzow,1,1
2016-04-09T18:00:00,Korona Kielce,1,2,Gornik Z.,1,1
2016-04-09T18:00:00,Lechia Gdansk,2,2,Ruch Chorzow,0,0
2016-04-09T18:00:00,Leczna,0,0,Lech Poznan,1,1
2016-04-09T18:00:00,Piast Gliwice,1,2,Jagiellonia,0,0
2016-04-09T18:00:00,Podbeskidzie,0,2,Termalica B-B.,0,0
2016-04-09T18:00:00,Pogon Szczecin,0,0,Legia,0,0
2016-04-09T18:00:00,Slask Wroclaw,0,2,Cracovia,1,1
2016-04-09T18:00:00,Wisla,1,1,Zaglebie,0,1
2016-04-04T18:00:00,Jagiellonia,0,0,Podbeskidzie,2,3
2016-04-03T18:00:00,Ruch Chorzow,1,2,Wisla,1,3
2016-04-03T15:30:00,Zaglebie,2,4,Piast Gliwice,0,1
2016-04-02T20:30:00,Legia,1,1,Lechia Gdansk,0,1
2016-04-02T18:00:00,Cracovia,0,0,Leczna,0,0
2016-04-02T15:30:00,Termalica B-B.,0,0,Korona Kielce,0,1
2016-04-01T20:30:00,Lech Poznan,0,0,Slask Wroclaw,1,1
2016-04-01T18:00:00,Gornik Z.,1,1,Pogon Szczecin,0,1
2016-03-20T18:00:00,Pogon Szczecin,1,2,Cracovia,1,2
2016-03-20T15:30:00,Lechia Gdansk,1,1,Termalica B-B.,0,1
2016-03-20T15:30:00,Leczna,0,0,Zaglebie,1,2
2016-03-19T20:30:00,Lech Poznan,0,0,Legia,2,2
2016-03-19T18:00:00,Slask Wroclaw,0,0,Ruch Chorzow,0,0
2016-03-19T15:30:00,Podbeskidzie,0,0,Gornik Z.,0,0
2016-03-18T20:30:00,Wisla,4,5,Jagiellonia,0,1
2016-03-18T18:00:00,Korona Kielce,1,1,Piast Gliwice,0,1
2016-03-14T18:00:00,Termalica B-B.,1,2,Wisla,2,4
2016-03-13T18:00:00,Gornik Z.,0,1,Lechia Gdansk,0,1
2016-03-13T15:30:00,Zaglebie,0,1,Pogon Szczecin,1,1
2016-03-12T20:30:00,Ruch Chorzow,0,1,Lech Poznan,1,3
2016-03-12T18:00:00,Cracovia,1,1,Legia,1,2
2016-03-12T15:30:00,Jagiellonia,0,1,Leczna,0,0
2016-03-11T20:30:00,Piast Gliwice,1,3,Podbeskidzie,1,2
2016-03-11T18:00:00,Korona Kielce,0,2,Slask Wroclaw,1,2
2016-03-08T18:00:00,Korona Kielce,0,1,Wisla,1,1
2016-03-08T18:00:00,Piast Gliwice,1,1,Slask Wroclaw,0,0
2016-03-07T18:00:00,Pogon Szczecin,2,2,Ruch Chorzow,1,3
2016-03-06T18:00:00,Lech Poznan,1,2,Cracovia,1,1
2016-03-06T15:30:00,Lechia Gdansk,3,5,Jagiellonia,0,1
2016-03-05T20:30:00,Legia,1,3,Gornik Z.,1,1
2016-03-05T18:00:00,Slask Wroclaw,0,0,Zaglebie,2,2
2016-03-05T15:30:00,Leczna,0,1,Termalica B-B.,1,2
2016-03-04T20:30:00,Wisla,0,1,Piast Gliwice,1,1
2016-03-04T18:00:00,Podbeskidzie,1,1,Korona Kielce,0,1
2016-03-02T20:30:00,Gornik Z.,0,0,Lech Poznan,1,2
2016-03-02T20:30:00,Jagiellonia,0,0,Pogon Szczecin,0,0
2016-03-02T18:00:00,Ruch Chorzow,2,2,Cracovia,1,3
2016-03-02T18:00:00,Termalica B-B.,1,3,Legia,0,0
2016-03-01T20:30:00,Zaglebie,0,1,Lechia Gdansk,0,0
2016-03-01T18:00:00,Podbeskidzie,0,2,Leczna,0,0
2016-02-28T18:00:00,Legia,1,2,Ruch Chorzow,0,0
2016-02-28T15:30:00,Lech Poznan,0,0,Jagiellonia,2,2
2016-02-28T15:30:00,Pogon Szczecin,0,1,Termalica B-B.,0,1
2016-02-27T20:30:00,Wisla,1,1,Podbeskidzie,0,2
2016-02-27T18:00:00,Lechia Gdansk,2,3,Piast Gliwice,0,1
2016-02-27T15:30:00,Leczna,2,3,Korona Kielce,2,2
2016-02-26T20:30:00,Cracovia,0,1,Zaglebie,1,2
2016-02-26T18:00:00,Slask Wroclaw,0,0,Gornik Z.,0,0
2016-02-22T18:00:00,Wisla,1,1,Leczna,0,1
2016-02-21T18:00:00,Gornik Z.,0,0,Ruch Chorzow,1,2
2016-02-21T15:30:00,Zaglebie,0,1,Legia,2,2
2016-02-20T18:00:00,Podbeskidzie,1,4,Lech Poznan,0,1
2016-02-20T18:00:00,Termalica B-B.,0,1,Cracovia,0,1
2016-02-20T15:30:00,Korona Kielce,1,4,Lechia Gdansk,1,2
2016-02-19T20:30:00,Piast Gliwice,0,0,Pogon Szczecin,0,0
2016-02-19T18:00:00,Jagiellonia,1,2,Slask Wroclaw,1,1
2016-02-15T18:00:00,Pogon Szczecin,0,3,Korona Kielce,2,2
2016-02-14T18:00:00,Legia,2,4,Jagiellonia,0,0
2016-02-14T15:30:00,Lech Poznan,2,5,Termalica B-B.,1,2
2016-02-13T18:00:00,Cracovia,3,3,Gornik Z.,0,0
2016-02-13T18:00:00,Lechia Gdansk,0,5,Podbeskidzie,0,0
2016-02-13T15:30:00,Leczna,0,0,Piast Gliwice,0,0
2016-02-12T20:30:00,Slask Wroclaw,0,1,Wisla,0,0
2016-02-12T18:00:00,Ruch Chorzow,0,0,Zaglebie,0,0
2015-12-21T18:00:00,Podbeskidzie,0,0,Slask Wroclaw,1,1
2015-12-20T18:00:00,Piast Gliwice,1,2,Lech Poznan,0,0
2015-12-20T15:30:00,Korona Kielce,1,1,Legia,1,3
2015-12-19T18:00:00,Jagiellonia,0,2,Cracovia,1,2
2015-12-19T18:00:00,Leczna,2,3,Lechia Gdansk,1,1
2015-12-19T15:30:00,Termalica B-B.,0,0,Ruch Chorzow,0,1
2015-12-18T20:30:00,Wisla,0,0,Pogon Szczecin,1,1
2015-12-18T18:00:00,Zaglebie,2,2,Gornik Z.,2,4
2015-12-16T18:00:00,Termalica B-B.,0,2,Jagiellonia,0,0
2015-12-14T18:00:00,Cracovia,1,2,Korona Kielce,1,2
2015-12-13T18:00:00,Legia,0,1,Piast Gliwice,0,1
2015-12-13T15:30:00,Lech Poznan,1,2,Zaglebie,0,0
2015-12-12T18:00:00,Gornik Z.,0,0,Termalica B-B.,0,0
2015-12-12T18:00:00,Lechia Gdansk,1,2,Wisla,0,0
2015-12-12T15:30:00,Pogon Szczecin,0,2,Podbeskidzie,0,0
2015-12-11T20:30:00,Ruch Chorzow,0,0,Jagiellonia,1,4
2015-12-11T18:00:00,Slask Wroclaw,2,2,Leczna,1,1
2015-12-07T18:00:00,Leczna,0,2,Pogon Szczecin,3,3
2015-12-06T18:00:00,Wisla,0,0,Legia,0,2
2015-12-06T15:30:00,Lechia Gdansk,1,1,Slask Wroclaw,0,0
2015-12-05T18:00:00,Piast Gliwice,1,2,Cracovia,1,2
2015-12-05T18:00:00,Podbeskidzie,1,1,Ruch Chorzow,0,1
2015-12-05T15:30:00,Korona Kielce,0,0,Lech Poznan,1,1
2015-12-04T20:30:00,Jagiellonia,1,2,Gornik Z.,1,3
2015-12-04T18:00:00,Zaglebie,1,2,Termalica B-B.,0,0
2015-12-02T20:30:00,Cracovia,2,4,Podbeskidzie,1,1
2015-12-02T20:30:00,Lech Poznan,1,2,Wisla,0,0
2015-12-02T18:00:00,Legia,2,2,Leczna,0,1
2015-12-02T18:00:00,Pogon Szczecin,0,1,Lechia Gdansk,0,0
2015-12-01T20:30:00,Gornik Z.,1,5,Piast Gliwice,2,2
2015-12-01T20:30:00,Zaglebie,0,0,Jagiellonia,0,2
2015-12-01T18:00:00,Ruch Chorzow,1,2,Korona Kielce,0,1
2015-12-01T18:00:00,Termalica B-B.,0,1,Slask Wroclaw,1,1
2015-11-29T18:00:00,Wisla,1,1,Cracovia,2,2
2015-11-29T15:30:00,Lechia Gdansk,0,0,Lech Poznan,0,1
2015-11-29T15:30:00,Podbeskidzie,1,2,Legia,0,2
2015-11-28T20:30:00,Slask Wroclaw,0,0,Pogon Szczecin,0,0
2015-11-28T15:30:00,Gornik Z.,0,1,Leczna,0,1
2015-11-27T20:30:00,Piast Gliwice,2,3,Ruch Chorzow,0,0
2015-11-27T18:00:00,Korona Kielce,0,0,Zaglebie,1,2
2015-11-23T18:00:00,Cracovia,0,3,Lechia Gdansk,0,0
2015-11-22T18:00:00,Pogon Szczecin,0,0,Lech Poznan,1,2
2015-11-22T15:30:00,Podbeskidzie,1,1,Zaglebie,1,2
2015-11-21T18:00:00,Leczna,0,0,Ruch Chorzow,2,3
2015-11-21T18:00:00,Legia,0,1,Slask Wroclaw,0,0
2015-11-21T15:30:00,Jagiellonia,1,1,Korona Kielce,0,0
2015-11-20T20:30:00,Gornik Z.,0,1,Wisla,1,1
2015-11-20T18:00:00,Termalica B-B.,2,3,Piast Gliwice,3,5
2015-11-08T18:00:00,Legia,1,1,Pogon Szczecin,0,0
2015-11-08T15:30:00,Gornik Z.,0,0,Korona Kielce,1,1
2015-11-08T15:30:00,Lech Poznan,1,3,Leczna,0,1
2015-11-07T20:30:00,Jagiellonia,0,0,Piast Gliwice,1,2
2015-11-07T18:00:00,Ruch Chorzow,3,3,Lechia Gdansk,0,2
2015-11-07T15:30:00,Termalica B-B.,0,0,Podbeskidzie,0,2
2015-11-06T20:30:00,Cracovia,4,4,Slask Wroclaw,0,1
2015-11-06T18:00:00,Zaglebie,0,1,Wisla,1,3
2015-11-02T20:30:00,Podbeskidzie,0,1,Jagiellonia,1,1
2015-11-02T18:00:00,Korona Kielce,0,0,Termalica B-B.,1,1
2015-10-31T20:30:00,Slask Wroclaw,1,1,Lech Poznan,0,1
2015-10-31T18:00:00,Lechia Gdansk,0,1,Legia,1,3
2015-10-31T15:30:00,Piast Gliwice,1,2,Zaglebie,0,0
2015-10-30T20:30:00,Leczna,1,1,Cracovia,0,0
2015-10-30T20:30:00,Wisla,0,0,Ruch Chorzow,0,0
2015-10-30T18:00:00,Pogon Szczecin,0,1,Gornik Z.,0,1
2015-10-26T18:00:00,Gornik Z.,0,0,Podbeskidzie,1,2
2015-10-25T18:00:00,Legia,0,0,Lech Poznan,1,1
2015-10-25T15:30:00,Termalica B-B.,0,0,Lechia Gdansk,0,1
2015-10-24T18:00:00,Piast Gliwice,0,0,Korona Kielce,1,1
2015-10-24T18:00:00,Zaglebie,0,0,Leczna,0,0
2015-10-24T15:30:00,Cracovia,0,4,Pogon Szczecin,0,1
2015-10-23T20:30:00,Jagiellonia,1,1,Wisla,1,4
2015-10-23T18:00:00,Ruch Chorzow,1,1,Slask Wroclaw,0,0
2015-10-19T18:00:00,Pogon Szczecin,0,0,Zaglebie,0,0
2015-10-18T18:00:00,Legia,1,3,Cracovia,0,1
2015-10-18T15:30:00,Wisla,0,0,Termalica B-B.,0,0
2015-10-17T18:00:00,Lech Poznan,1,2,Ruch Chorzow,2,2
2015-10-17T18:00:00,Leczna,2,3,Jagiellonia,1,2
2015-10-17T15:30:00,Podbeskidzie,1,2,Piast Gliwice,1,2
2015-10-16T20:30:00,Slask Wroclaw,0,0,Korona Kielce,1,1
2015-10-16T18:00:00,Lechia Gdansk,1,1,Gornik Z.,1,1
2015-10-04T18:00:00,Cracovia,3,5,Lech Poznan,0,2
2015-10-04T15:30:00,Gornik Z.,2,2,Legia,2,2
2015-10-04T15:30:00,Zaglebie,0,1,Slask Wroclaw,0,1
2015-10-03T20:30:00,Piast Gliwice,1,1,Wisla,0,0
2015-10-03T18:00:00,Korona Kielce,0,0,Podbeskidzie,0,0
2015-10-03T15:30:00,Termalica B-B.,1,1,Leczna,1,1
2015-10-02T20:30:00,Jagiellonia,0,0,Lechia Gdansk,0,3
2015-10-02T18:00:00,Ruch Chorzow,0,0,Pogon Szczecin,2,2
2015-09-28T18:00:00,Pogon Szczecin,1,2,Jagiellonia,0,1
2015-09-27T18:00:00,Legia,0,1,Termalica B-B.,0,1
2015-09-27T15:30:00,Lechia Gdansk,0,3,Zaglebie,1,1
2015-09-26T20:30:00,Lech Poznan,0,1,Gornik Z.,0,1
2015-09-26T18:00:00,Cracovia,2,2,Ruch Chorzow,0,1
2015-09-26T15:30:00,Leczna,1,1,Podbeskidzie,1,2
2015-09-25T20:30:00,Slask Wroclaw,0,1,Piast Gliwice,1,2
2015-09-25T18:00:00,Wisla,0,0,Korona Kielce,0,0
2015-09-21T18:00:00,Korona Kielce,0,0,Leczna,1,2
2015-09-20T18:00:00,Jagiellonia,1,1,Lech Poznan,0,0
2015-09-20T15:30:00,Ruch Chorzow,1,1,Legia,3,4
2015-09-19T20:30:00,Piast Gliwice,1,2,Lechia Gdansk,1,1
2015-09-19T18:00:00,Podbeskidzie,0,0,Wisla,3,6
2015-09-19T15:30:00,Termalica B-B.,0,1,Pogon Szczecin,0,1
2015-09-18T20:30:00,Zaglebie,1,4,Cracovia,0,2
2015-09-18T18:00:00,Gornik Z.,0,2,Slask Wroclaw,0,0
2015-09-14T18:00:00,Leczna,1,1,Wisla,0,0
2015-09-13T18:00:00,Ruch Chorzow,1,1,Gornik Z.,0,0
2015-09-13T15:30:00,Pogon Szczecin,1,3,Piast Gliwice,1,1
2015-09-12T20:30:00,Lech Poznan,0,0,Podbeskidzie,0,1
2015-09-12T18:00:00,Cracovia,2,2,Termalica B-B.,2,3
2015-09-12T15:30:00,Slask Wroclaw,0,3,Jagiellonia,0,1
2015-09-11T20:30:00,Legia,0,2,Zaglebie,2,2
2015-09-11T18:00:00,Lechia Gdansk,0,0,Korona Kielce,0,0
2015-08-30T18:00:00,Jagiellonia,0,1,Legia,1,1
2015-08-30T15:30:00,Gornik Z.,1,1,Cracovia,1,1
2015-08-30T15:30:00,Termalica B-B.,2,3,Lech Poznan,0,1
2015-08-29T20:30:00,Korona Kielce,1,1,Pogon Szczecin,1,1
2015-08-29T18:00:00,Zaglebie,0,3,Ruch Chorzow,0,1
2015-08-29T15:30:00,Piast Gliwice,2,3,Leczna,0,0
2015-08-28T20:30:00,Wisla,2,4,Slask Wroclaw,1,2
2015-08-28T18:00:00,Podbeskidzie,1,1,Lechia Gdansk,1,1
2015-08-24T18:00:00,Gornik Z.,0,2,Zaglebie,2,2
2015-08-23T18:00:00,Legia,0,1,Korona Kielce,1,2
2015-08-23T15:30:00,Lech Poznan,0,0,Piast Gliwice,1,1
2015-08-22T20:30:00,Cracovia,1,1,Jagiellonia,1,1
2015-08-22T18:00:00,Slask Wroclaw,1,1,Podbeskidzie,0,1
2015-08-22T15:30:00,Ruch Chorzow,1,4,Termalica B-B.,1,1
2015-08-21T20:30:00,Lechia Gdansk,1,3,Leczna,1,1
2015-08-21T18:00:00,Pogon Szczecin,0,1,Wisla,1,1
2015-08-17T18:00:00,Podbeskidzie,0,2,Pogon Szczecin,2,3
2015-08-16T18:00:00,Wisla,2,3,Lechia Gdansk,1,3
2015-08-16T15:30:00,Jagiellonia,1,2,Ruch Chorzow,0,1
2015-08-15T20:30:00,Piast Gliwice,1,2,Legia,1,1
2015-08-15T18:00:00,Leczna,2,2,Slask Wroclaw,2,3
2015-08-15T15:30:00,Termalica B-B.,2,3,Gornik Z.,0,0
2015-08-14T20:30:00,Zaglebie,2,2,Lech Poznan,0,1
2015-08-14T18:00:00,Korona Kielce,0,0,Cracovia,2,3
2015-08-10T18:00:00,Ruch Chorzow,0,1,Podbeskidzie,0,1
2015-08-09T18:00:00,Legia,1,1,Wisla,0,1
2015-08-09T15:30:00,Slask Wroclaw,0,0,Lechia Gdansk,0,0
2015-08-08T20:30:00,Lech Poznan,0,0,Korona Kielce,0,0
