datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2007-05-26T18:00:00,Gornik Z.,,0,Korona Kielce,,0
2007-05-26T18:00:00,Lech Poznan,,0,Odra Wodzislaw,,0
2007-05-26T18:00:00,Leczna,,1,Groclin,,3
2007-05-26T18:00:00,Legia,,1,Zaglebie,,2
2007-05-26T18:00:00,Pogon Szczecin,,0,GKS Belchatow,,2
2007-05-26T18:00:00,Widzew Lodz,,1,Cracovia,,3
2007-05-26T18:00:00,Wisla,,0,LKS Lodz,,0
2007-05-26T18:00:00,Wisla Plock,,1,Arka Gdynia,,0
2007-05-22T19:00:00,Arka Gdynia,,3,Lech Poznan,,1
2007-05-22T19:00:00,Cracovia,,5,Leczna,,0
2007-05-22T19:00:00,GKS Belchatow,,1,Wisla,,2
2007-05-22T19:00:00,Gornik Z.,0,2,Wisla Plock,0,0
2007-05-22T19:00:00,Groclin,,3,Pogon Szczecin,,1
2007-05-22T19:00:00,LKS Lodz,,2,Korona Kielce,,1
2007-05-22T19:00:00,Odra Wodzislaw,,1,Legia,,2
2007-05-22T19:00:00,Zaglebie,,4,Widzew Lodz,,2
2007-05-19T19:30:00,Lech Poznan,,3,Legia,,1
2007-05-19T18:00:00,Arka Gdynia,,3,Gornik Z.,,0
2007-05-19T18:00:00,Pogon Szczecin,,0,Cracovia,,2
2007-05-19T18:00:00,Widzew Lodz,,1,Odra Wodzislaw,,2
2007-05-19T18:00:00,Wisla,,0,Groclin,,4
2007-05-19T18:00:00,Wisla Plock,,2,LKS Lodz,,1
2007-05-18T20:00:00,Leczna,,2,Zaglebie,,1
2007-05-18T17:00:00,Korona Kielce,,5,GKS Belchatow,,3
2007-05-16T19:00:00,Arka Gdynia,,3,Widzew Lodz,,0
2007-05-15T18:00:00,Wisla Plock,,0,Leczna,,1
2007-05-13T18:45:00,Cracovia,,0,Wisla,,0
2007-05-12T20:00:00,Legia,,2,Widzew Lodz,,0
2007-05-12T18:00:00,GKS Belchatow,,2,Wisla Plock,,1
2007-05-12T18:00:00,Gornik Z.,0,1,Lech Poznan,0,2
2007-05-12T18:00:00,LKS Lodz,,0,Arka Gdynia,,1
2007-05-12T18:00:00,Odra Wodzislaw,,2,Leczna,,1
2007-05-12T18:00:00,Zaglebie,,6,Pogon Szczecin,,2
2007-05-11T20:00:00,Groclin,,1,Korona Kielce,,0
2007-05-09T19:00:00,Arka Gdynia,,1,GKS Belchatow,,3
2007-05-09T19:00:00,Gornik Z.,,1,LKS Lodz,,1
2007-05-09T19:00:00,Lech Poznan,,6,Widzew Lodz,,1
2007-05-09T19:00:00,Leczna,,1,Legia,,2
2007-05-09T19:00:00,Pogon Szczecin,,1,Odra Wodzislaw,,3
2007-05-09T18:45:00,Wisla,,0,Zaglebie,,0
2007-05-08T20:00:00,Korona Kielce,,1,Cracovia,,2
2007-05-08T19:00:00,Wisla Plock,,0,Groclin,,0
2007-05-06T16:00:00,Widzew Lodz,,3,Leczna,,0
2007-05-06T14:30:00,Legia,,3,Pogon Szczecin,,1
2007-05-05T18:00:00,Cracovia,,2,Wisla Plock,,2
2007-05-05T18:00:00,Groclin,,2,Arka Gdynia,,1
2007-05-05T18:00:00,LKS Lodz,,1,Lech Poznan,,2
2007-05-05T18:00:00,Odra Wodzislaw,,2,Wisla,,1
2007-05-05T18:00:00,Zaglebie,,2,Korona Kielce,,0
2007-05-04T20:00:00,GKS Belchatow,,3,Gornik Z.,,1
2007-05-02T19:00:00,Arka Gdynia,,5,Leczna,,1
2007-04-29T17:15:00,LKS Lodz,,0,GKS Belchatow,,1
2007-04-28T19:00:00,Arka Gdynia,,4,Cracovia,,2
2007-04-28T18:00:00,Gornik Z.,,2,Groclin,,3
2007-04-28T18:00:00,Lech Poznan,,1,Leczna,,0
2007-04-28T18:00:00,Pogon Szczecin,,0,Widzew Lodz,,1
2007-04-28T18:00:00,Wisla Plock,,0,Zaglebie,,2
2007-04-28T16:00:00,Korona Kielce,,0,Odra Wodzislaw,,1
2007-04-27T20:00:00,Wisla,,3,Legia,,1
2007-04-22T17:00:00,Widzew Lodz,,0,Wisla,,0
2007-04-21T18:15:00,GKS Belchatow,,0,Lech Poznan,,0
2007-04-21T18:00:00,Cracovia,,3,Gornik Z.,,1
2007-04-21T18:00:00,Groclin,,2,LKS Lodz,,0
2007-04-21T18:00:00,Leczna,,3,Pogon Szczecin,,2
2007-04-21T18:00:00,Odra Wodzislaw,,1,Wisla Plock,,0
2007-04-21T18:00:00,Zaglebie,,6,Arka Gdynia,,0
2007-04-20T20:00:00,Legia,,3,Korona Kielce,,0
2007-04-18T20:00:00,GKS Belchatow,,1,Groclin,,0
2007-04-18T18:00:00,Arka Gdynia,,0,Odra Wodzislaw,,1
2007-04-18T18:00:00,Gornik Z.,0,0,Zaglebie,1,3
2007-04-18T18:00:00,Lech Poznan,,3,Pogon Szczecin,,0
2007-04-18T18:00:00,LKS Lodz,,2,Cracovia,,1
2007-04-18T18:00:00,Wisla,,2,Leczna,,1
2007-04-17T20:00:00,Korona Kielce,,3,Widzew Lodz,,0
2007-04-17T18:00:00,Wisla Plock,,0,Legia,,3
2007-04-15T14:30:00,Cracovia,,2,GKS Belchatow,,1
2007-04-14T18:00:00,Leczna,,1,Korona Kielce,,3
2007-04-14T18:00:00,Legia,,3,Arka Gdynia,,0
2007-04-14T18:00:00,Odra Wodzislaw,,0,Gornik Z.,,0
2007-04-14T18:00:00,Pogon Szczecin,,1,Wisla,,1
2007-04-14T18:00:00,Widzew Lodz,,0,Wisla Plock,,0
2007-04-14T16:00:00,Lech Poznan,,2,Groclin,,2
2007-04-13T20:00:00,Zaglebie,,1,LKS Lodz,,1
2007-04-07T18:30:00,Wisla,,0,Lech Poznan,,0
2007-04-07T16:00:00,Gornik Z.,0,1,Legia,0,0
2007-04-07T16:00:00,Groclin,,0,Cracovia,,0
2007-04-07T16:00:00,Korona Kielce,,2,Pogon Szczecin,,1
2007-04-07T16:00:00,LKS Lodz,,1,Odra Wodzislaw,,1
2007-04-05T20:00:00,GKS Belchatow,,3,Zaglebie,,1
2007-04-01T17:00:00,Legia,,2,LKS Lodz,,1
2007-03-31T20:00:00,Korona Kielce,,0,Wisla,,0
2007-03-31T18:00:00,Zaglebie,,2,Groclin,,1
2007-03-31T16:00:00,Odra Wodzislaw,,1,GKS Belchatow,,0
2007-03-31T16:00:00,Pogon Szczecin,,1,Wisla Plock,,2
2007-03-31T16:00:00,Widzew Lodz,,2,Gornik Z.,,1
2007-03-30T20:00:00,Cracovia,,3,Lech Poznan,,0
2007-03-18T17:00:00,GKS Belchatow,,3,Legia,,1
2007-03-17T18:45:00,Lech Poznan,,3,Korona Kielce,,0
2007-03-17T16:00:00,Arka Gdynia,,2,Pogon Szczecin,,0
2007-03-17T16:00:00,Cracovia,,2,Zaglebie,,4
2007-03-17T16:00:00,Gornik Z.,1,2,Leczna,1,3
2007-03-17T16:00:00,Groclin,,1,Odra Wodzislaw,,1
2007-03-17T16:00:00,Wisla Plock,,0,Wisla,,0
2007-03-16T20:00:00,LKS Lodz,,0,Widzew Lodz,,0
2007-03-11T16:00:00,Widzew Lodz,,0,GKS Belchatow,,3
2007-03-10T18:15:00,Lech Poznan,,0,Zaglebie,,2
2007-03-10T16:00:00,Leczna,,0,LKS Lodz,,1
2007-03-10T16:00:00,Odra Wodzislaw,,0,Cracovia,,1
2007-03-10T16:00:00,Pogon Szczecin,,0,Gornik Z.,,0
2007-03-10T16:00:00,Wisla,,2,Arka Gdynia,,2
2007-03-10T16:00:00,Wisla Plock,,0,Korona Kielce,,1
2007-03-09T20:00:00,Legia,,0,Groclin,,1
2007-03-04T14:30:00,Gornik Z.,0,0,Wisla,2,4
