datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2005-06-19T18:00:00,Odra Wodzislaw,,0,Widzew Lodz,,1
2005-06-16T18:00:00,Widzew Lodz,,1,Odra Wodzislaw,,3
2005-06-12T19:00:00,Amica Wronki,,3,Cracovia,,2
2005-06-12T19:00:00,GKS Katowice,,1,Gornik Z.,,0
2005-06-12T19:00:00,Leczna,,2,Zaglebie,,1
2005-06-12T19:00:00,Pogon Szczecin,,4,Odra Wodzislaw,,1
2005-06-12T19:00:00,Polonia Warszawa,,0,Lech Poznan,,2
2005-06-12T19:00:00,Wisla,,3,Groclin,,0
2005-06-12T19:00:00,Wisla Plock,,0,Legia,,0
2005-06-09T19:00:00,Cracovia,,4,Pogon Szczecin,,2
2005-06-09T19:00:00,Gornik Z.,,0,Polonia Warszawa,,1
2005-06-09T19:00:00,Groclin,,0,Leczna,,0
2005-06-09T19:00:00,Lech Poznan,,3,Wisla,,1
2005-06-09T19:00:00,Legia,,2,GKS Katowice,,0
2005-06-09T19:00:00,Odra Wodzislaw,,0,Wisla Plock,,1
2005-06-09T19:00:00,Zaglebie,,1,Amica Wronki,,1
2005-05-25T18:30:00,GKS Katowice,,0,Odra Wodzislaw,,3
2005-05-25T18:30:00,Leczna,,1,Amica Wronki,,0
2005-05-25T18:30:00,Pogon Szczecin,,1,Zaglebie,,1
2005-05-25T18:30:00,Wisla,,2,Gornik Z.,,1
2005-05-25T18:30:00,Wisla Plock,,3,Cracovia,,0
2005-05-25T18:00:00,Polonia Warszawa,,0,Legia,,5
2005-05-24T20:00:00,Groclin,,1,Lech Poznan,,0
2005-05-22T19:00:00,Legia,,5,Wisla,,1
2005-05-21T18:00:00,Amica Wronki,,0,Pogon Szczecin,,0
2005-05-21T18:00:00,Cracovia,,2,GKS Katowice,,0
2005-05-21T18:00:00,Gornik Z.,,0,Groclin,,1
2005-05-21T18:00:00,Lech Poznan,,3,Leczna,,0
2005-05-21T18:00:00,Odra Wodzislaw,,2,Polonia Warszawa,,1
2005-05-21T18:00:00,Zaglebie,,0,Wisla Plock,,1
2005-05-14T19:30:00,Wisla,,3,Odra Wodzislaw,,1
2005-05-14T18:00:00,GKS Katowice,,2,Zaglebie,,0
2005-05-14T18:00:00,Leczna,,1,Pogon Szczecin,,1
2005-05-14T18:00:00,Wisla Plock,,2,Amica Wronki,,0
2005-05-14T17:00:00,Groclin,,3,Legia,,2
2005-05-13T20:00:00,Polonia Warszawa,,2,Cracovia,,3
2005-05-13T19:00:00,Lech Poznan,,2,Gornik Z.,,1
2005-05-08T19:15:00,Odra Wodzislaw,,1,Groclin,,2
2005-05-07T18:30:00,Legia,,3,Lech Poznan,,0
2005-05-07T18:00:00,Amica Wronki,,1,GKS Katowice,,0
2005-05-07T18:00:00,Gornik Z.,,0,Leczna,,3
2005-05-07T18:00:00,Pogon Szczecin,,2,Wisla Plock,,0
2005-05-07T18:00:00,Zaglebie,,3,Polonia Warszawa,,0
2005-05-06T20:00:00,Cracovia,,0,Wisla,,1
2005-05-04T18:30:00,Gornik Z.,,0,Legia,,0
2005-05-04T18:00:00,Polonia Warszawa,,1,Amica Wronki,,0
2005-05-03T18:00:00,GKS Katowice,,1,Pogon Szczecin,,1
