datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2001-06-19T16:00:00,Polkowice,0,0,Stomil Olsztyn,0,1
2001-06-15T16:00:00,Stomil Olsztyn,0,0,Polkowice,0,0
2001-06-13T00:00:00,Amica Wronki,,3,Legia,,2
2001-06-13T00:00:00,GKS Katowice,,1,Gornik Z.,,1
2001-06-13T00:00:00,Polonia Warszawa,,1,Odra Wodzislaw,,2
2001-06-13T00:00:00,Ruch Chorzow,,4,Groclin,,3
2001-06-13T00:00:00,Slask Wroclaw,0,0,Widzew Lodz,0,0
2001-06-13T00:00:00,Stomil Olsztyn,,0,Pogon Szczecin,,1
2001-06-13T00:00:00,Wisla,,3,Zaglebie,,0
2001-06-13T00:00:00,Wisla Plock,,6,Radzionkow,,3
2001-06-09T00:00:00,Gornik Z.,,2,Stomil Olsztyn,,0
2001-06-09T00:00:00,Legia,,1,Wisla,,2
2001-06-09T00:00:00,Odra Wodzislaw,,2,Amica Wronki,,1
2001-06-09T00:00:00,Pogon Szczecin,,3,Polonia Warszawa,,4
2001-06-09T00:00:00,Radzionkow,,2,Ruch Chorzow,,3
2001-06-09T00:00:00,Widzew Lodz,0,0,GKS Katowice,0,0
2001-06-08T00:00:00,Groclin,,1,Slask Wroclaw,,2
2001-06-08T00:00:00,Zaglebie,,2,Wisla Plock,,1
2001-06-02T00:00:00,Gornik Z.,,1,Amica Wronki,,0
2001-05-27T00:00:00,Polonia Warszawa,,0,Gornik Z.,,2
2001-05-23T00:00:00,Amica Wronki,,2,Wisla,,1
2001-05-23T00:00:00,GKS Katowice,,1,Groclin,,1
2001-05-23T00:00:00,Odra Wodzislaw,,4,Pogon Szczecin,,0
2001-05-23T00:00:00,Ruch Chorzow,,1,Zaglebie,,2
2001-05-23T00:00:00,Slask Wroclaw,,1,Radzionkow,,1
2001-05-23T00:00:00,Stomil Olsztyn,,1,Widzew Lodz,,0
2001-05-23T00:00:00,Wisla Plock,,1,Legia,,0
2001-05-20T00:00:00,Radzionkow,,0,GKS Katowice,,1
2001-05-19T00:00:00,Gornik Z.,,1,Odra Wodzislaw,,1
2001-05-19T00:00:00,Groclin,,1,Stomil Olsztyn,,0
2001-05-19T00:00:00,Pogon Szczecin,,2,Amica Wronki,,1
2001-05-19T00:00:00,Widzew Lodz,0,0,Polonia Warszawa,0,0
2001-05-19T00:00:00,Wisla,,1,Wisla Plock,,2
2001-05-19T00:00:00,Zaglebie,,1,Slask Wroclaw,,3
2001-05-18T00:00:00,Legia,,1,Ruch Chorzow,,0
2001-05-13T00:00:00,Stomil Olsztyn,,1,Radzionkow,,0
2001-05-12T00:00:00,Amica Wronki,,2,Wisla Plock,,0
2001-05-12T00:00:00,GKS Katowice,,0,Zaglebie,,2
2001-05-12T00:00:00,Odra Wodzislaw,,2,Widzew Lodz,,2
2001-05-12T00:00:00,Pogon Szczecin,,2,Gornik Z.,,1
2001-05-12T00:00:00,Polonia Warszawa,,1,Groclin,,1
2001-05-12T00:00:00,Ruch Chorzow,,2,Wisla,,1
2001-05-12T00:00:00,Slask Wroclaw,,1,Legia,,1
2001-05-09T00:00:00,Groclin,,1,Odra Wodzislaw,,1
