datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2006-06-18T15:00:00,Heko Czermno,,2,S. Wola,,1
2006-06-18T15:00:00,Podbeskidzie,,5,Pelikan,,2
2006-06-18T15:00:00,Polonia Bytom,,1,Unia Janikowo,,0
2006-06-18T15:00:00,Radomiak Radom,,1,Odra Opole,,2
2006-06-15T15:00:00,Odra Opole,,1,Radomiak Radom,,1
2006-06-15T15:00:00,Pelikan,,1,Podbeskidzie,,1
2006-06-15T15:00:00,S. Wola,,1,Heko Czermno,,0
2006-06-15T15:00:00,Unia Janikowo,,0,Polonia Bytom,,0
2006-06-10T17:00:00,Heko Czermno,,2,Polkowice,,1
2006-06-10T17:00:00,Lechia Gdansk,,0,Zawisza,,0
2006-06-10T17:00:00,Nowe Miasto Lubawskie,,2,Swit,,0
2006-06-10T17:00:00,Piast Gliwice,,1,LKS Lodz,,0
2006-06-10T17:00:00,Radomiak Radom,,4,Szczakowianka,,0
2006-06-10T17:00:00,Ruch Chorzow,,5,Polonia Bytom,,1
2006-06-10T17:00:00,Slask Wroclaw,,2,Ostrowiec Swietokrzyski,,1
2006-06-10T17:00:00,Widzew Lodz,,2,Podbeskidzie,,2
2006-06-10T17:00:00,Zaglebie Sosnowiec,,1,Jagiellonia,,2
2006-06-03T17:00:00,Jagiellonia,,2,Widzew Lodz,,1
2006-06-03T17:00:00,LKS Lodz,,1,Radomiak Radom,,0
2006-06-03T17:00:00,Ostrowiec Swietokrzyski,,0,Lechia Gdansk,,0
2006-06-03T17:00:00,Podbeskidzie,,1,Ruch Chorzow,,1
2006-06-03T17:00:00,Polonia Bytom,,1,Piast Gliwice,,3
2006-06-03T17:00:00,Slask Wroclaw,,0,Polkowice,,1
2006-06-03T17:00:00,Swit,,3,Heko Czermno,,4
2006-06-03T17:00:00,Szczakowianka,,1,Nowe Miasto Lubawskie,,2
2006-06-03T17:00:00,Zawisza,,1,Zaglebie Sosnowiec,,1
2006-05-31T00:00:00,Heko Czermno,,4,Szczakowianka,,0
2006-05-31T00:00:00,Lechia Gdansk,,3,Polkowice,,2
2006-05-31T00:00:00,Nowe Miasto Lubawskie,,0,LKS Lodz,,1
2006-05-31T00:00:00,Podbeskidzie,,0,Jagiellonia,,1
2006-05-31T00:00:00,Radomiak Radom,,2,Polonia Bytom,,0
2006-05-31T00:00:00,Ruch Chorzow,,5,Piast Gliwice,,0
2006-05-31T00:00:00,Slask Wroclaw,,3,Swit,,0
2006-05-31T00:00:00,Widzew Lodz,,2,Zawisza,,0
2006-05-31T00:00:00,Zaglebie Sosnowiec,,3,Ostrowiec Swietokrzyski,,1
2006-05-24T00:00:00,Jagiellonia,,0,Ruch Chorzow,,2
2006-05-24T00:00:00,LKS Lodz,,3,Heko Czermno,,0
2006-05-24T00:00:00,Ostrowiec Swietokrzyski,,0,Widzew Lodz,,2
2006-05-24T00:00:00,Piast Gliwice,,2,Radomiak Radom,,2
2006-05-24T00:00:00,Polkowice,,1,Zaglebie Sosnowiec,,1
2006-05-24T00:00:00,Polonia Bytom,,2,Nowe Miasto Lubawskie,,1
2006-05-24T00:00:00,Swit,,0,Lechia Gdansk,,0
2006-05-24T00:00:00,Szczakowianka,,0,Slask Wroclaw,,1
2006-05-24T00:00:00,Zawisza,,1,Podbeskidzie,,0
2006-05-21T00:00:00,Heko Czermno,,0,Polonia Bytom,,3
2006-05-21T00:00:00,Nowe Miasto Lubawskie,,0,Piast Gliwice,,0
2006-05-21T00:00:00,Slask Wroclaw,,0,LKS Lodz,,0
2006-05-21T00:00:00,Widzew Lodz,,0,Polkowice,,0
2006-05-20T00:00:00,Jagiellonia,,3,Zawisza,,1
2006-05-20T00:00:00,Lechia Gdansk,,3,Szczakowianka,,0
2006-05-20T00:00:00,Podbeskidzie,,1,Ostrowiec Swietokrzyski,,0
2006-05-20T00:00:00,Ruch Chorzow,,2,Radomiak Radom,,1
2006-05-20T00:00:00,Zaglebie Sosnowiec,,3,Swit,,1
2006-05-17T00:00:00,LKS Lodz,,1,Lechia Gdansk,,0
2006-05-17T00:00:00,Ostrowiec Swietokrzyski,,0,Jagiellonia,,0
2006-05-17T00:00:00,Piast Gliwice,,2,Heko Czermno,,0
2006-05-17T00:00:00,Polkowice,,0,Podbeskidzie,,1
2006-05-17T00:00:00,Polonia Bytom,,3,Slask Wroclaw,,1
2006-05-17T00:00:00,Radomiak Radom,,2,Nowe Miasto Lubawskie,,2
2006-05-17T00:00:00,Swit,,1,Widzew Lodz,,1
2006-05-17T00:00:00,Szczakowianka,,1,Zaglebie Sosnowiec,,4
2006-05-17T00:00:00,Zawisza,,1,Ruch Chorzow,,1
2006-05-14T00:00:00,Heko Czermno,,1,Radomiak Radom,,0
2006-05-13T00:00:00,Jagiellonia,,0,Polkowice,,1
2006-05-13T00:00:00,Lechia Gdansk,,1,Polonia Bytom,,0
2006-05-13T00:00:00,Podbeskidzie,,2,Swit,,0
2006-05-13T00:00:00,Ruch Chorzow,,2,Nowe Miasto Lubawskie,,2
2006-05-13T00:00:00,Slask Wroclaw,,1,Piast Gliwice,,0
2006-05-13T00:00:00,Widzew Lodz,,1,Szczakowianka,,0
2006-05-13T00:00:00,Zaglebie Sosnowiec,,0,LKS Lodz,,1
2006-05-13T00:00:00,Zawisza,,0,Ostrowiec Swietokrzyski,,0
2006-05-10T19:00:00,LKS Lodz,,1,Widzew Lodz,,3
2006-05-10T19:00:00,Ostrowiec Swietokrzyski,,1,Ruch Chorzow,,4
2006-05-10T19:00:00,Polkowice,,1,Zawisza,,1
2006-05-10T19:00:00,Swit,,0,Jagiellonia,,3
2006-05-10T17:00:00,Nowe Miasto Lubawskie,,1,Heko Czermno,,2
2006-05-10T17:00:00,Polonia Bytom,,0,Zaglebie Sosnowiec,,3
2006-05-10T17:00:00,Radomiak Radom,,1,Slask Wroclaw,,1
2006-05-10T16:30:00,Piast Gliwice,,5,Lechia Gdansk,,1
2006-05-10T16:30:00,Szczakowianka,,1,Podbeskidzie,,1
2006-05-06T19:00:00,Ostrowiec Swietokrzyski,,0,Polkowice,,1
2006-05-06T19:00:00,Widzew Lodz,,0,Polonia Bytom,,1
2006-05-06T19:00:00,Zawisza,,2,Swit,,0
2006-05-06T17:00:00,Jagiellonia,,1,Szczakowianka,,0
2006-05-06T17:00:00,Lechia Gdansk,,0,Radomiak Radom,,0
2006-05-06T16:30:00,Zaglebie Sosnowiec,,0,Piast Gliwice,,2
2006-05-05T19:00:00,Ruch Chorzow,,4,Heko Czermno,,2
2006-05-05T16:00:00,Podbeskidzie,,1,LKS Lodz,,0
2006-04-30T15:00:00,Nowe Miasto Lubawskie,,0,Lechia Gdansk,,0
2006-04-30T15:00:00,Szczakowianka,,1,Zawisza,,3
2006-04-30T13:00:00,Heko Czermno,,1,Slask Wroclaw,,1
2006-04-30T13:00:00,Radomiak Radom,,1,Zaglebie Sosnowiec,,2
2006-04-29T18:00:00,LKS Lodz,,0,Jagiellonia,,0
2006-04-29T18:00:00,Polkowice,,0,Ruch Chorzow,,1
2006-04-29T18:00:00,Swit,,0,Ostrowiec Swietokrzyski,,2
2006-04-29T16:00:00,Piast Gliwice,,1,Widzew Lodz,,0
2006-04-29T16:00:00,Polonia Bytom,,0,Podbeskidzie,,0
2006-04-26T17:00:00,Slask Wroclaw,,0,Nowe Miasto Lubawskie,,3
2006-04-26T16:30:00,Szczakowianka,,0,Piast Gliwice,,0
2006-04-22T00:00:00,Jagiellonia,,0,Polonia Bytom,,1
2006-04-22T00:00:00,Lechia Gdansk,,1,Heko Czermno,,1
2006-04-22T00:00:00,Ostrowiec Swietokrzyski,,0,Szczakowianka,,1
2006-04-22T00:00:00,Podbeskidzie,,1,Piast Gliwice,,1
2006-04-22T00:00:00,Polkowice,,2,Swit,,0
2006-04-22T00:00:00,Ruch Chorzow,,0,Slask Wroclaw,,2
2006-04-22T00:00:00,Widzew Lodz,,2,Radomiak Radom,,2
2006-04-22T00:00:00,Zaglebie Sosnowiec,,1,Nowe Miasto Lubawskie,,0
2006-04-22T00:00:00,Zawisza,,0,LKS Lodz,,0
2006-04-19T19:00:00,LKS Lodz,,2,Polonia Bytom,,2
2006-04-19T18:30:00,Zawisza,,1,Slask Wroclaw,,0
2006-04-19T18:00:00,Ruch Chorzow,,0,Widzew Lodz,,2
2006-04-19T18:00:00,Swit,,0,Radomiak Radom,,0
2006-04-19T17:00:00,Jagiellonia,,1,Lechia Gdansk,,2
2006-04-19T15:30:00,Polkowice,,0,Nowe Miasto Lubawskie,,0
2006-04-19T15:00:00,Heko Czermno,,0,Ostrowiec Swietokrzyski,,0
2006-04-19T14:00:00,Podbeskidzie,,0,Zaglebie Sosnowiec,,0
2006-04-15T17:00:00,LKS Lodz,,0,Ostrowiec Swietokrzyski,,0
2006-04-15T16:00:00,Polonia Bytom,,0,Zawisza,,0
2006-04-15T16:00:00,Szczakowianka,,0,Polkowice,,0
2006-04-15T15:00:00,Nowe Miasto Lubawskie,,0,Widzew Lodz,,1
2006-04-15T15:00:00,Swit,,1,Ruch Chorzow,,0
2006-04-15T13:00:00,Heko Czermno,,1,Zaglebie Sosnowiec,,2
