datetime,participant_home_name,participant_home_goals_half,participant_home_goals_full,participant_away_name,participant_away_goals_half,participant_away_goals_full
2003-06-07T00:00:00,Arka Gdynia,,2,Radzionkow,,2
2003-06-07T00:00:00,Gornik Konin,,1,Polkowice,,1
2003-06-07T00:00:00,Leczna,,2,Swit,,0
2003-06-07T00:00:00,Piotrkow Trybunalski,,4,Hetman Zamosc,,0
2003-06-07T00:00:00,Podbeskidzie,,1,Polar Wroclaw,,1
2003-06-07T00:00:00,Radomsko,,1,Tloki Gorzyce,,3
2003-06-07T00:00:00,S. Wola,,0,GKS Belchatow,,3
2003-06-07T00:00:00,Slask Wroclaw,,1,Ceramika Opoczno,,3
2003-06-07T00:00:00,Stomil Olsztyn,,0,LKS Lodz,,2
2003-06-04T00:00:00,Ceramika Opoczno,,1,Arka Gdynia,,0
2003-06-04T00:00:00,GKS Belchatow,,6,Stomil Olsztyn,,0
2003-06-04T00:00:00,Hetman Zamosc,,0,Leczna,,1
2003-06-04T00:00:00,LKS Lodz,0,0,Podbeskidzie,0,0
2003-06-04T00:00:00,Polar Wroclaw,,3,Radomsko,,3
2003-06-04T00:00:00,Polkowice,,2,Slask Wroclaw,,1
2003-06-04T00:00:00,Radzionkow,0,0,Piotrkow Trybunalski,0,0
2003-06-04T00:00:00,Swit,,1,S. Wola,,0
2003-06-04T00:00:00,Tloki Gorzyce,,2,Gornik Konin,,1
2003-05-31T00:00:00,Arka Gdynia,,0,Polkowice,,1
2003-05-31T00:00:00,Gornik Konin,,3,Polar Wroclaw,,1
2003-05-31T00:00:00,Hetman Zamosc,,3,Radzionkow,,1
2003-05-31T00:00:00,Leczna,0,0,S. Wola,0,0
2003-05-31T00:00:00,Piotrkow Trybunalski,,3,Ceramika Opoczno,,1
2003-05-31T00:00:00,Podbeskidzie,,1,GKS Belchatow,,2
2003-05-31T00:00:00,Radomsko,,2,LKS Lodz,,0
2003-05-31T00:00:00,Slask Wroclaw,,1,Tloki Gorzyce,,2
2003-05-31T00:00:00,Stomil Olsztyn,,0,Swit,,2
2003-05-24T00:00:00,Ceramika Opoczno,,5,Hetman Zamosc,,0
2003-05-24T00:00:00,GKS Belchatow,0,0,Radomsko,0,0
2003-05-24T00:00:00,LKS Lodz,,1,Gornik Konin,,0
2003-05-24T00:00:00,Polar Wroclaw,,3,Slask Wroclaw,,1
2003-05-24T00:00:00,Polkowice,,4,Piotrkow Trybunalski,,1
2003-05-24T00:00:00,Radzionkow,,0,Leczna,,1
2003-05-24T00:00:00,S. Wola,,3,Stomil Olsztyn,,0
2003-05-24T00:00:00,Swit,,1,Podbeskidzie,,0
2003-05-24T00:00:00,Tloki Gorzyce,,5,Arka Gdynia,,2
2003-05-21T00:00:00,Arka Gdynia,,2,Polar Wroclaw,,1
2003-05-21T00:00:00,Gornik Konin,,0,GKS Belchatow,,2
2003-05-21T00:00:00,Hetman Zamosc,,0,Polkowice,,1
2003-05-21T00:00:00,Leczna,,3,Stomil Olsztyn,,0
2003-05-21T00:00:00,Piotrkow Trybunalski,0,0,Tloki Gorzyce,0,0
2003-05-21T00:00:00,Podbeskidzie,,2,S. Wola,,0
2003-05-21T00:00:00,Radomsko,,1,Swit,,1
2003-05-21T00:00:00,Radzionkow,,4,Ceramika Opoczno,,1
2003-05-21T00:00:00,Slask Wroclaw,,0,LKS Lodz,,2
2003-05-17T00:00:00,Ceramika Opoczno,,1,Leczna,,0
2003-05-17T00:00:00,GKS Belchatow,,4,Slask Wroclaw,,1
2003-05-17T00:00:00,LKS Lodz,,1,Arka Gdynia,,0
2003-05-17T00:00:00,Polar Wroclaw,,1,Piotrkow Trybunalski,,0
2003-05-17T00:00:00,Polkowice,,4,Radzionkow,,0
2003-05-17T00:00:00,S. Wola,,0,Radomsko,,3
2003-05-17T00:00:00,Stomil Olsztyn,0,0,Podbeskidzie,0,0
2003-05-17T00:00:00,Swit,,2,Gornik Konin,,0
2003-05-17T00:00:00,Tloki Gorzyce,,3,Hetman Zamosc,,1
2003-05-10T00:00:00,Arka Gdynia,0,0,GKS Belchatow,0,0
2003-05-10T00:00:00,Ceramika Opoczno,,1,Polkowice,,1
2003-05-10T00:00:00,Gornik Konin,,1,S. Wola,,2
2003-05-10T00:00:00,Hetman Zamosc,,2,Polar Wroclaw,,0
2003-05-10T00:00:00,Leczna,,2,Podbeskidzie,,1
2003-05-10T00:00:00,Piotrkow Trybunalski,,0,LKS Lodz,,3
2003-05-10T00:00:00,Radomsko,,1,Stomil Olsztyn,,0
2003-05-10T00:00:00,Radzionkow,,1,Tloki Gorzyce,,0
2003-05-10T00:00:00,Slask Wroclaw,0,0,Swit,0,0
2003-05-03T00:00:00,GKS Belchatow,0,0,Piotrkow Trybunalski,0,0
2003-05-03T00:00:00,LKS Lodz,,1,Hetman Zamosc,,0
2003-05-03T00:00:00,Podbeskidzie,,1,Radomsko,,0
2003-05-03T00:00:00,Polar Wroclaw,,2,Radzionkow,,1
2003-05-03T00:00:00,Polkowice,,2,Leczna,,0
2003-05-03T00:00:00,S. Wola,,2,Slask Wroclaw,,0
2003-05-03T00:00:00,Stomil Olsztyn,,0,Gornik Konin,,1
2003-05-03T00:00:00,Swit,0,0,Arka Gdynia,0,0
2003-05-03T00:00:00,Tloki Gorzyce,,1,Ceramika Opoczno,,0
2003-04-30T00:00:00,Arka Gdynia,,1,S. Wola,,0
2003-04-30T00:00:00,Ceramika Opoczno,,2,Polar Wroclaw,,2
